Year,County,Hospital,OSHPDID,Surgery,# of Cases,Location 1
2014,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,LAPRYGB,,"(34.22138, -118.45639)"
2014,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,OPENRYGB,,"(34.22138, -118.45639)"
2014,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,VSG,1,"(34.22138, -118.45639)"
2014,Los Angeles,Northridge Hospital Medical Center,106190568,BPD,,"(34.22075, -118.53186)"
2014,Los Angeles,Northridge Hospital Medical Center,106190568,LAPBAND,,"(34.22075, -118.53186)"
2014,Los Angeles,Northridge Hospital Medical Center,106190568,LAPRYGB,,"(34.22075, -118.53186)"
2014,Los Angeles,Northridge Hospital Medical Center,106190568,OPENRYGB,1,"(34.22075, -118.53186)"
2014,Los Angeles,Northridge Hospital Medical Center,106190568,VSG,2,"(34.22075, -118.53186)"
2014,Los Angeles,Palmdale Regional Medical Center,106196405,BPD,,"(34.5843754, -118.1443461)"
2014,Los Angeles,Palmdale Regional Medical Center,106196405,LAPBAND,,"(34.5843754, -118.1443461)"
2014,Los Angeles,Palmdale Regional Medical Center,106196405,LAPRYGB,31,"(34.5843754, -118.1443461)"
2014,Los Angeles,Palmdale Regional Medical Center,106196405,OPENRYGB,2,"(34.5843754, -118.1443461)"
2014,Los Angeles,Palmdale Regional Medical Center,106196405,VSG,121,"(34.5843754, -118.1443461)"
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631,BPD,,"(33.96775, -118.04671)"
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631,LAPBAND,1,"(33.96775, -118.04671)"
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631,LAPRYGB,9,"(33.96775, -118.04671)"
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631,OPENRYGB,,"(33.96775, -118.04671)"
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631,VSG,38,"(33.96775, -118.04671)"
2014,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,BPD,,"(33.83767, -118.35708)"
2014,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,LAPBAND,,"(33.83767, -118.35708)"
2014,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,LAPRYGB,2,"(33.83767, -118.35708)"
2014,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,OPENRYGB,,"(33.83767, -118.35708)"
2014,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,VSG,174,"(37.66727, -120.97546)"
2014,Los Angeles,Providence Little Company of Mary Medical Center – Torrance,106190470,VSG,,"(33.83767, -118.35708)"
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758,BPD,,"(34.1559, -118.32711)"
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758,LAPBAND,5,"(34.1559, -118.32711)"
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758,LAPRYGB,83,"(34.1559, -118.32711)"
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758,OPENRYGB,6,"(34.1559, -118.32711)"
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758,VSG,162,"(34.1559, -118.32711)"
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,BPD,,"(34.068889, -118.445)"
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,LAPBAND,,"(34.068889, -118.445)"
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,LAPRYGB,10,"(34.068889, -118.445)"
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,OPENRYGB,1,"(34.068889, -118.445)"
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,VSG,60,"(34.068889, -118.445)"
2014,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,BPD,,"(33.7802376, -118.1866412)"
2014,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,LAPBAND,,"(33.7802376, -118.1866412)"
2014,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,LAPRYGB,8,"(33.7802376, -118.1866412)"
2014,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,OPENRYGB,,"(33.7802376, -118.1866412)"
2014,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,VSG,72,"(33.7802376, -118.1866412)"
2014,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,BPD,,"(34.06879, -118.26324)"
2014,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,LAPBAND,1,"(34.06879, -118.26324)"
2014,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,LAPRYGB,,"(34.06879, -118.26324)"
2014,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,OPENRYGB,,"(34.06879, -118.26324)"
2014,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,VSG,18,"(34.06879, -118.26324)"
2014,Los Angeles,Southern California Hospital At Culver City,106190110,BPD,,"(34.02328, -118.39724)"
2014,Los Angeles,Southern California Hospital At Culver City,106190110,LAPBAND,,"(34.02328, -118.39724)"
2014,Los Angeles,Southern California Hospital At Culver City,106190110,LAPRYGB,2,"(34.02328, -118.39724)"
2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPRYGB,90,"(32.88506, -117.22279)"
2014,Los Angeles,Southern California Hospital At Culver City,106190110,OPENRYGB,,"(34.02328, -118.39724)"
2014,Los Angeles,Southern California Hospital At Culver City,106190110,VSG,5,"(34.02328, -118.39724)"
2014,Los Angeles,Temple Community Hospital,106190784,BPD,,"(34.07534, -118.28366)"
2014,Los Angeles,Temple Community Hospital,106190784,LAPBAND,,"(34.07534, -118.28366)"
2014,Los Angeles,Temple Community Hospital,106190784,LAPRYGB,2,"(34.07534, -118.28366)"
2014,Los Angeles,Temple Community Hospital,106190784,OPENRYGB,,"(34.07534, -118.28366)"
2014,Los Angeles,Temple Community Hospital,106190784,VSG,,"(34.07534, -118.28366)"
2014,Los Angeles,Torrance Memorial Medical Center,106190422,BPD,,"(33.81258, -118.34388)"
2014,Los Angeles,Torrance Memorial Medical Center,106190422,LAPBAND,,"(33.81258, -118.34388)"
2014,Los Angeles,Torrance Memorial Medical Center,106190422,LAPRYGB,37,"(33.81258, -118.34388)"
2014,Los Angeles,Torrance Memorial Medical Center,106190422,OPENRYGB,2,"(33.81258, -118.34388)"
2014,Los Angeles,Torrance Memorial Medical Center,106190422,VSG,132,"(33.81258, -118.34388)"
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,BPD,10,"(34.20557, -118.2152)"
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,LAPBAND,,"(34.20557, -118.2152)"
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,LAPRYGB,,"(34.20557, -118.2152)"
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,OPENRYGB,,"(34.20557, -118.2152)"
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,VSG,8,"(34.20557, -118.2152)"
2014,Los Angeles,West Hills Hospital and Medical Center,106190859,BPD,,"(34.20365, -118.6294)"
2014,Orange,Orange Coast Memorial Medical Center,106300225,LAPRYGB,114,"(33.70162, -117.95524)"
2014,Los Angeles,West Hills Hospital and Medical Center,106190859,LAPBAND,,"(34.20365, -118.6294)"
2014,Los Angeles,West Hills Hospital and Medical Center,106190859,LAPRYGB,7,"(34.20365, -118.6294)"
2014,Los Angeles,West Hills Hospital and Medical Center,106190859,OPENRYGB,,"(34.20365, -118.6294)"
2014,Los Angeles,West Hills Hospital and Medical Center,106190859,VSG,25,"(34.20365, -118.6294)"
2014,Mendocino,Ukiah Valley Medical Center,106231396,BPD,,"(39.1528, -123.20363)"
2014,Mendocino,Ukiah Valley Medical Center,106231396,LAPBAND,10,"(39.1528, -123.20363)"
2014,Mendocino,Ukiah Valley Medical Center,106231396,LAPRYGB,,"(39.1528, -123.20363)"
2014,Mendocino,Ukiah Valley Medical Center,106231396,OPENRYGB,,"(39.1528, -123.20363)"
2014,Mendocino,Ukiah Valley Medical Center,106231396,VSG,22,"(39.1528, -123.20363)"
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744,BPD,,"(36.59827, -121.92488)"
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744,LAPBAND,1,"(36.59827, -121.92488)"
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744,LAPRYGB,31,"(36.59827, -121.92488)"
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744,OPENRYGB,3,"(36.59827, -121.92488)"
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744,VSG,79,"(36.59827, -121.92488)"
2014,Monterey,Natividad Medical Center,106274043,BPD,,"(36.69686, -121.6297)"
2014,Monterey,Natividad Medical Center,106274043,LAPBAND,,"(36.69686, -121.6297)"
2014,Monterey,Natividad Medical Center,106274043,OPENRYGB,,"(36.69686, -121.6297)"
2014,Monterey,Natividad Medical Center,106274043,VSG,8,"(36.69686, -121.6297)"
2014,Napa,Saint Helena Hospital,106281078,BPD,,"(38.53937349, -122.473003)"
2014,Napa,Saint Helena Hospital,106281078,LAPBAND,,"(38.53937349, -122.473003)"
2014,Napa,Saint Helena Hospital,106281078,LAPRYGB,1,"(38.53937349, -122.473003)"
2014,Orange,Chapman Medical Center,106301140,BPD,,"(33.78785, -117.82586)"
2014,Orange,Chapman Medical Center,106301140,LAPBAND,5,"(33.78785, -117.82586)"
2014,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,BPD,,"(33.71546, -117.93694)"
2014,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,LAPBAND,1,"(33.71546, -117.93694)"
2014,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,LAPRYGB,101,"(33.71546, -117.93694)"
2014,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,OPENRYGB,6,"(33.71546, -117.93694)"
2014,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,VSG,145,"(33.71546, -117.93694)"
2014,Orange,Orange Coast Memorial Medical Center,106300225,BPD,,"(33.70162, -117.95524)"
2014,Orange,Orange Coast Memorial Medical Center,106300225,LAPBAND,3,"(33.70162, -117.95524)"
2014,Orange,Orange Coast Memorial Medical Center,106300225,OPENRYGB,25,"(33.70162, -117.95524)"
2014,Orange,Orange Coast Memorial Medical Center,106300225,VSG,171,"(33.70162, -117.95524)"
2014,Orange,Placentia Linda Hospital,106301297,BPD,,"(33.88704521, -117.8431129)"
2014,Orange,Placentia Linda Hospital,106301297,LAPBAND,,"(33.88704521, -117.8431129)"
2014,Orange,Placentia Linda Hospital,106301297,LAPRYGB,1,"(33.88704521, -117.8431129)"
2014,Orange,Placentia Linda Hospital,106301297,OPENRYGB,,"(33.88704521, -117.8431129)"
2014,Orange,Placentia Linda Hospital,106301297,VSG,24,"(33.88704521, -117.8431129)"
2014,Orange,Saint Joseph Hospital – Orange,106301340,BPD,,"(33.7823, -117.86516)"
2014,Orange,Saint Joseph Hospital – Orange,106301340,LAPBAND,1,"(33.7823, -117.86516)"
2014,Orange,Saint Joseph Hospital – Orange,106301340,LAPRYGB,5,"(33.7823, -117.86516)"
2014,Orange,Saint Joseph Hospital – Orange,106301340,OPENRYGB,1,"(33.7823, -117.86516)"
2014,Orange,Saint Joseph Hospital – Orange,106301340,VSG,132,"(33.7823, -117.86516)"
2014,Orange,UC Irvine Medical Center,106301279,BPD,,"(33.7889, -117.89064)"
2014,Orange,UC Irvine Medical Center,106301279,LAPBAND,,"(33.7889, -117.89064)"
2014,Orange,UC Irvine Medical Center,106301279,LAPRYGB,6,"(33.7889, -117.89064)"
2014,Orange,UC Irvine Medical Center,106301279,OPENRYGB,,"(33.7889, -117.89064)"
2014,Orange,UC Irvine Medical Center,106301279,VSG,47,"(33.7889, -117.89064)"
2014,Placer,Sutter Auburn Faith Hospital,106310791,BPD,,"(38.94452, -121.0982)"
2014,Placer,Sutter Auburn Faith Hospital,106310791,LAPBAND,,"(38.94452, -121.0982)"
2014,Placer,Sutter Auburn Faith Hospital,106310791,LAPRYGB,9,"(38.94452, -121.0982)"
2014,Placer,Sutter Auburn Faith Hospital,106310791,OPENRYGB,,"(38.94452, -121.0982)"
2014,Placer,Sutter Auburn Faith Hospital,106310791,VSG,,"(38.94452, -121.0982)"
2014,Placer,Sutter Roseville Medical Center,106311000,BPD,,"(38.76439, -121.25055)"
2014,Placer,Sutter Roseville Medical Center,106311000,LAPBAND,1,"(38.76439, -121.25055)"
2014,Placer,Sutter Roseville Medical Center,106311000,LAPRYGB,36,"(38.76439, -121.25055)"
2014,Placer,Sutter Roseville Medical Center,106311000,OPENRYGB,,"(38.76439, -121.25055)"
2014,Placer,Sutter Roseville Medical Center,106311000,VSG,34,"(38.76439, -121.25055)"
2014,Riverside,Corona Regional Medical Center – Main,106331152,BPD,,"(33.8733354, -117.5668015)"
2014,San Joaquin,Dameron Hospital,106390846,LAPRYGB,98,"(37.9613, -121.30061)"
2014,Riverside,Corona Regional Medical Center – Main,106331152,LAPBAND,,"(33.8733354, -117.5668015)"
2014,Riverside,Corona Regional Medical Center – Main,106331152,LAPRYGB,,"(33.8733354, -117.5668015)"
2014,Riverside,Corona Regional Medical Center – Main,106331152,OPENRYGB,,"(33.8733354, -117.5668015)"
2014,Riverside,Corona Regional Medical Center – Main,106331152,VSG,3,"(33.8733354, -117.5668015)"
2014,Riverside,Desert Regional Medical Center,106331164,BPD,,"(33.83932, -116.54549)"
2014,Riverside,Desert Regional Medical Center,106331164,LAPBAND,4,"(33.83932, -116.54549)"
2014,Riverside,Desert Regional Medical Center,106331164,LAPRYGB,29,"(33.83932, -116.54549)"
2014,Riverside,Desert Regional Medical Center,106331164,OPENRYGB,,"(33.83932, -116.54549)"
2014,Riverside,Desert Regional Medical Center,106331164,VSG,74,"(33.83932, -116.54549)"
2014,Riverside,Eisenhower Medical Center,106331168,BPD,,"(33.76418, -116.40808)"
2014,Riverside,Eisenhower Medical Center,106331168,LAPBAND,4,"(33.76418, -116.40808)"
2014,Riverside,Eisenhower Medical Center,106331168,LAPRYGB,15,"(33.76418, -116.40808)"
2014,Riverside,Eisenhower Medical Center,106331168,OPENRYGB,4,"(33.76418, -116.40808)"
2014,Riverside,Eisenhower Medical Center,106331168,VSG,24,"(33.76418, -116.40808)"
2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,BPD,,"(33.6122263, -117.1624483)"
2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,LAPBAND,,"(33.6122263, -117.1624483)"
2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,LAPRYGB,14,"(33.6122263, -117.1624483)"
2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,OPENRYGB,1,"(33.6122263, -117.1624483)"
2014,Riverside,Loma Linda University Medical Center – Murrieta,106334589,VSG,17,"(33.6122263, -117.1624483)"
2014,Riverside,Menifee Valley Medical Center,106334018,BPD,,"(33.72146, -117.15691)"
2014,Riverside,Menifee Valley Medical Center,106334018,LAPBAND,,"(33.72146, -117.15691)"
2014,Riverside,Menifee Valley Medical Center,106334018,LAPRYGB,,"(33.72146, -117.15691)"
2014,Riverside,Menifee Valley Medical Center,106334018,OPENRYGB,,"(33.72146, -117.15691)"
2014,Riverside,Menifee Valley Medical Center,106334018,VSG,12,"(33.72146, -117.15691)"
2014,Riverside,Parkview Community Hospital Medical Center,106331293,BPD,,"(33.92573, -117.43996)"
2014,Riverside,Parkview Community Hospital Medical Center,106331293,LAPBAND,1,"(33.92573, -117.43996)"
2014,Riverside,Parkview Community Hospital Medical Center,106331293,LAPRYGB,102,"(33.92573, -117.43996)"
2014,Riverside,Parkview Community Hospital Medical Center,106331293,OPENRYGB,7,"(33.92573, -117.43996)"
2014,Riverside,Parkview Community Hospital Medical Center,106331293,VSG,77,"(33.92573, -117.43996)"
2014,Riverside,Riverside Community Hospital,106331312,BPD,,"(33.97641, -117.37997)"
2014,Riverside,Riverside Community Hospital,106331312,LAPBAND,,"(33.97641, -117.37997)"
2014,Riverside,Riverside Community Hospital,106331312,LAPRYGB,29,"(33.97641, -117.37997)"
2014,Riverside,Riverside Community Hospital,106331312,OPENRYGB,1,"(33.97641, -117.37997)"
2014,Riverside,Riverside Community Hospital,106331312,VSG,30,"(33.97641, -117.37997)"
2014,Riverside,Southwest Healthcare System – Murrieta,106334068,BPD,,"(33.55788, -117.18488)"
2014,Riverside,Southwest Healthcare System – Murrieta,106334068,LAPBAND,,"(33.55788, -117.18488)"
2014,Riverside,Southwest Healthcare System – Murrieta,106334068,LAPRYGB,178,"(33.55788, -117.18488)"
2014,Riverside,Southwest Healthcare System – Murrieta,106334068,OPENRYGB,,"(33.55788, -117.18488)"
2014,Riverside,Southwest Healthcare System – Murrieta,106334068,VSG,152,"(33.55788, -117.18488)"
2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,BPD,,"(38.47144, -121.42409)"
2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,LAPBAND,,"(38.47144, -121.42409)"
2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,LAPRYGB,253,"(38.47144, -121.42409)"
2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,OPENRYGB,1,"(38.47144, -121.42409)"
2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,VSG,226,"(38.47144, -121.42409)"
2014,Sacramento,Mercy Hospital – Folsom,106344029,BPD,,"(38.67223, -121.1428)"
2014,Sacramento,Mercy Hospital – Folsom,106344029,LAPBAND,,"(38.67223, -121.1428)"
2014,Sacramento,Mercy Hospital – Folsom,106344029,LAPRYGB,,"(38.67223, -121.1428)"
2014,Sacramento,Mercy Hospital – Folsom,106344029,OPENRYGB,,"(38.67223, -121.1428)"
2014,Sacramento,Mercy Hospital – Folsom,106344029,VSG,4,"(38.67223, -121.1428)"
2014,Sacramento,Mercy San Juan Hospital,106340950,BPD,,"(38.66818, -121.31261)"
2014,Sacramento,Mercy San Juan Hospital,106340950,LAPBAND,4,"(38.66818, -121.31261)"
2014,Sacramento,Mercy San Juan Hospital,106340950,LAPRYGB,125,"(38.66818, -121.31261)"
2014,Sacramento,Mercy San Juan Hospital,106340950,OPENRYGB,1,"(38.66818, -121.31261)"
2014,Sacramento,Mercy San Juan Hospital,106340950,VSG,54,"(38.66818, -121.31261)"
2014,Sacramento,Methodist Hospital of Sacramento,106340951,BPD,,"(38.46416, -121.41744)"
2014,Sacramento,Methodist Hospital of Sacramento,106340951,LAPBAND,,"(38.46416, -121.41744)"
2014,Sacramento,Methodist Hospital of Sacramento,106340951,LAPRYGB,41,"(38.46416, -121.41744)"
2014,Sacramento,Methodist Hospital of Sacramento,106340951,OPENRYGB,1,"(38.46416, -121.41744)"
2014,Sacramento,Methodist Hospital of Sacramento,106340951,VSG,97,"(38.46416, -121.41744)"
2014,Sacramento,Sutter General Hospital,106341051,BPD,,"(38.57176, -121.47008)"
2014,Sacramento,Sutter General Hospital,106341051,LAPBAND,,"(38.57176, -121.47008)"
2014,Sacramento,Sutter General Hospital,106341051,LAPRYGB,22,"(38.57176, -121.47008)"
2014,Sacramento,Sutter General Hospital,106341051,OPENRYGB,,"(38.57176, -121.47008)"
2014,Sacramento,Sutter General Hospital,106341051,VSG,31,"(38.57176, -121.47008)"
2014,Sacramento,UC Davis Medical Center,106341006,BPD,,"(38.55438, -121.45738)"
2014,Sacramento,UC Davis Medical Center,106341006,LAPBAND,9,"(38.55438, -121.45738)"
2014,Sacramento,UC Davis Medical Center,106341006,LAPRYGB,95,"(38.55438, -121.45738)"
2014,Sacramento,UC Davis Medical Center,106341006,OPENRYGB,1,"(38.55438, -121.45738)"
2014,Sacramento,UC Davis Medical Center,106341006,VSG,73,"(38.55438, -121.45738)"
2014,San Bernardino,Loma Linda University Medical Center,106361246,BPD,,"(34.05164, -117.26146)"
2014,San Joaquin,Dameron Hospital,106390846,OPENRYGB,2,"(37.9613, -121.30061)"
2014,San Bernardino,Loma Linda University Medical Center,106361246,LAPBAND,,"(34.05164, -117.26146)"
2014,San Bernardino,Loma Linda University Medical Center,106361246,LAPRYGB,18,"(34.05164, -117.26146)"
2014,San Bernardino,Loma Linda University Medical Center,106361246,OPENRYGB,1,"(34.05164, -117.26146)"
2014,San Bernardino,Loma Linda University Medical Center,106361246,VSG,66,"(34.05164, -117.26146)"
2014,San Bernardino,Saint Bernardine Medical Center,106361339,BPD,,"(34.1341, -117.27865)"
2014,San Bernardino,Saint Bernardine Medical Center,106361339,LAPBAND,3,"(34.1341, -117.27865)"
2014,San Diego,Sharp Memorial Hospital,106370694,VSG,136,"(32.80016, -117.15531)"
2014,San Bernardino,Saint Bernardine Medical Center,106361339,LAPRYGB,236,"(34.1341, -117.27865)"
2014,San Bernardino,Saint Bernardine Medical Center,106361339,OPENRYGB,11,"(34.1341, -117.27865)"
2014,San Bernardino,Saint Bernardine Medical Center,106361339,VSG,470,"(34.1341, -117.27865)"
2014,San Diego,Alvarado Hospital,106370652,BPD,,"(32.77708, -117.05683)"
2014,San Diego,Alvarado Hospital,106370652,LAPBAND,2,"(32.77708, -117.05683)"
2014,San Diego,Alvarado Hospital,106370652,LAPRYGB,22,"(32.77708, -117.05683)"
2014,San Diego,Alvarado Hospital,106370652,OPENRYGB,,"(32.77708, -117.05683)"
2014,San Diego,Alvarado Hospital,106370652,VSG,,"(32.77708, -117.05683)"
2014,San Diego,Pomerado Hospital,106370977,BPD,,"(32.99563, -117.05784)"
2014,San Diego,Pomerado Hospital,106370977,LAPBAND,1,"(32.99563, -117.05784)"
2014,San Diego,Pomerado Hospital,106370977,LAPRYGB,106,"(32.99563, -117.05784)"
2014,San Diego,Pomerado Hospital,106370977,OPENRYGB,4,"(32.99563, -117.05784)"
2014,San Diego,Pomerado Hospital,106370977,VSG,79,"(32.99563, -117.05784)"
2014,San Diego,Scripps Green Hospital,106371256,BPD,,"(32.89654, -117.2419)"
2014,San Diego,Scripps Green Hospital,106371256,LAPBAND,,"(32.89654, -117.2419)"
2014,San Diego,Scripps Green Hospital,106371256,LAPRYGB,86,"(32.89654, -117.2419)"
2014,San Diego,Scripps Green Hospital,106371256,OPENRYGB,,"(32.89654, -117.2419)"
2014,San Diego,Scripps Green Hospital,106371256,VSG,111,"(32.89654, -117.2419)"
2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,BPD,,"(32.88506, -117.22279)"
2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPBAND,1,"(32.88506, -117.22279)"
2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,OPENRYGB,,"(32.88506, -117.22279)"
2014,San Diego,Scripps Memorial Hospital – La Jolla,106370771,VSG,73,"(32.88506, -117.22279)"
2014,San Diego,Scripps Mercy Hospital,106370744,BPD,,"(32.75128, -117.1609)"
2014,San Diego,Scripps Mercy Hospital,106370744,LAPBAND,,"(32.75128, -117.1609)"
2014,San Diego,Scripps Mercy Hospital,106370744,LAPRYGB,202,"(32.75128, -117.1609)"
2014,San Diego,Scripps Mercy Hospital,106370744,OPENRYGB,4,"(32.75128, -117.1609)"
2014,San Diego,Scripps Mercy Hospital,106370744,VSG,180,"(32.75128, -117.1609)"
2014,San Diego,Sharp Chula Vista Medical Center,106370875,BPD,,"(32.61909, -117.02488)"
2014,San Diego,Sharp Chula Vista Medical Center,106370875,LAPBAND,,"(32.61909, -117.02488)"
2014,San Joaquin,Dameron Hospital,106390846,VSG,44,"(37.9613, -121.30061)"
2014,San Diego,Sharp Chula Vista Medical Center,106370875,LAPRYGB,,"(32.61909, -117.02488)"
2014,San Diego,Sharp Chula Vista Medical Center,106370875,OPENRYGB,,"(32.61909, -117.02488)"
2014,San Diego,Sharp Chula Vista Medical Center,106370875,VSG,1,"(32.61909, -117.02488)"
2014,San Diego,Sharp Memorial Hospital,106370694,BPD,,"(32.80016, -117.15531)"
2014,San Diego,Sharp Memorial Hospital,106370694,LAPBAND,1,"(32.80016, -117.15531)"
2014,San Diego,Sharp Memorial Hospital,106370694,LAPRYGB,40,"(32.80016, -117.15531)"
2014,San Diego,Sharp Memorial Hospital,106370694,OPENRYGB,1,"(32.80016, -117.15531)"
2014,San Diego,Tri-City Medical Center – Oceanside,106370780,BPD,,"(33.18394, -117.29027)"
2014,San Diego,Tri-City Medical Center – Oceanside,106370780,LAPBAND,,"(33.18394, -117.29027)"
2014,San Diego,Tri-City Medical Center – Oceanside,106370780,LAPRYGB,1,"(33.18394, -117.29027)"
2014,San Diego,Tri-City Medical Center – Oceanside,106370780,OPENRYGB,,"(33.18394, -117.29027)"
2014,San Diego,Tri-City Medical Center – Oceanside,106370780,VSG,,"(33.18394, -117.29027)"
2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,BPD,,"(32.75387, -117.16498)"
2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,LAPBAND,,"(32.75387, -117.16498)"
2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,LAPRYGB,1,"(32.75387, -117.16498)"
2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,OPENRYGB,,"(32.75387, -117.16498)"
2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,VSG,35,"(32.75387, -117.16498)"
2014,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,BPD,1,"(37.79149, -122.43102)"
2014,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,LAPBAND,,"(37.79149, -122.43102)"
2014,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,LAPRYGB,1,"(37.79149, -122.43102)"
2014,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,OPENRYGB,,"(37.79149, -122.43102)"
2014,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,VSG,103,"(37.79149, -122.43102)"
2014,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,BPD,19,"(37.77408, -122.45441)"
2014,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,LAPBAND,,"(37.77408, -122.45441)"
2014,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,LAPRYGB,,"(37.77408, -122.45441)"
2014,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,OPENRYGB,,"(37.77408, -122.45441)"
2014,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,VSG,7,"(37.77408, -122.45441)"
2014,San Francisco,UC San Francisco Medical Center,106381154,BPD,,"(37.7635148, -122.4576564)"
2014,San Francisco,UC San Francisco Medical Center,106381154,LAPBAND,,"(37.7635148, -122.4576564)"
2014,San Francisco,UC San Francisco Medical Center,106381154,LAPRYGB,73,"(37.7635148, -122.4576564)"
2014,San Francisco,UC San Francisco Medical Center,106381154,OPENRYGB,2,"(37.7635148, -122.4576564)"
2014,San Francisco,UC San Francisco Medical Center,106381154,VSG,43,"(37.7635148, -122.4576564)"
2014,San Joaquin,Dameron Hospital,106390846,BPD,8,"(37.9613, -121.30061)"
2014,San Joaquin,Dameron Hospital,106390846,LAPBAND,,"(37.9613, -121.30061)"
2014,San Joaquin,Doctors Hospital of Manteca,106392287,BPD,3,"(37.80118, -121.19818)"
2014,San Joaquin,Doctors Hospital of Manteca,106392287,LAPBAND,1,"(37.80118, -121.19818)"
2014,San Joaquin,Doctors Hospital of Manteca,106392287,LAPRYGB,23,"(37.80118, -121.19818)"
2014,San Joaquin,Doctors Hospital of Manteca,106392287,OPENRYGB,2,"(37.80118, -121.19818)"
2014,San Joaquin,Doctors Hospital of Manteca,106392287,VSG,39,"(37.80118, -121.19818)"
2014,San Joaquin,Lodi Memorial Hospital,106390923,BPD,,"(38.12146, -121.2859)"
2014,San Joaquin,Lodi Memorial Hospital,106390923,LAPBAND,,"(38.12146, -121.2859)"
